date_of_operation,restaurant_type,branch_identifier,state_of_operation,region_of_operation,number_of_customers
10-17-18,take-away/internet-orders,not_available,CHHATTISGARH,,661
10-18-18,take-away/internet-orders,not_available,CHHATTISGARH,,536
10-19-18,take-away/internet-orders,not_available,CHHATTISGARH,,161
10-20-18,take-away/internet-orders,not_available,CHHATTISGARH,,527
10-21-18,take-away/internet-orders,not_available,CHHATTISGARH,,418
10-22-18,take-away/internet-orders,not_available,CHHATTISGARH,,683
10-23-18,take-away/internet-orders,not_available,CHHATTISGARH,,717
10-24-18,take-away/internet-orders,not_available,CHHATTISGARH,,1013
10-25-18,take-away/internet-orders,not_available,CHHATTISGARH,,409
10-26-18,take-away/internet-orders,not_available,CHHATTISGARH,,392
10-27-18,take-away/internet-orders,not_available,CHHATTISGARH,,528
10-28-18,take-away/internet-orders,not_available,CHHATTISGARH,,540
10-29-18,take-away/internet-orders,not_available,CHHATTISGARH,,583
10-30-18,take-away/internet-orders,not_available,CHHATTISGARH,,158
10-31-18,take-away/internet-orders,not_available,CHHATTISGARH,,49
01-11-2018,take-away/internet-orders,not_available,CHHATTISGARH,,88
02-11-2018,take-away/internet-orders,not_available,CHHATTISGARH,,45
03-11-2018,take-away/internet-orders,not_available,CHHATTISGARH,,28
04-11-2018,take-away/internet-orders,not_available,CHHATTISGARH,,29
05-11-2018,take-away/internet-orders,not_available,CHHATTISGARH,,50
06-11-2018,take-away/internet-orders,not_available,CHHATTISGARH,,81
07-11-2018,take-away/internet-orders,not_available,CHHATTISGARH,,0
08-11-2018,take-away/internet-orders,not_available,CHHATTISGARH,,17
09-11-2018,take-away/internet-orders,not_available,CHHATTISGARH,,92
10-11-2018,take-away/internet-orders,not_available,CHHATTISGARH,,157
11-11-2018,take-away/internet-orders,not_available,CHHATTISGARH,,164
12-11-2018,take-away/internet-orders,not_available,CHHATTISGARH,,322
11-13-18,take-away/internet-orders,not_available,CHHATTISGARH,,382
11-14-18,take-away/internet-orders,not_available,CHHATTISGARH,,478
11-15-18,take-away/internet-orders,not_available,CHHATTISGARH,,449
11-16-18,take-away/internet-orders,not_available,CHHATTISGARH,,461
11-17-18,take-away/internet-orders,not_available,CHHATTISGARH,,442
11-18-18,take-away/internet-orders,not_available,CHHATTISGARH,,332
11-19-18,take-away/internet-orders,not_available,CHHATTISGARH,,555
11-20-18,take-away/internet-orders,not_available,CHHATTISGARH,,275
11-21-18,take-away/internet-orders,not_available,CHHATTISGARH,,567
11-22-18,take-away/internet-orders,not_available,CHHATTISGARH,,442
11-23-18,take-away/internet-orders,not_available,CHHATTISGARH,,498
11-24-18,take-away/internet-orders,not_available,CHHATTISGARH,,447
11-25-18,take-away/internet-orders,not_available,CHHATTISGARH,,309
11-26-18,take-away/internet-orders,not_available,CHHATTISGARH,,515
11-27-18,take-away/internet-orders,not_available,CHHATTISGARH,,468
11-28-18,take-away/internet-orders,not_available,CHHATTISGARH,,365
11-29-18,take-away/internet-orders,not_available,CHHATTISGARH,,110
11-30-18,take-away/internet-orders,not_available,CHHATTISGARH,,7
01-12-2018,take-away/internet-orders,not_available,CHHATTISGARH,,147
02-12-2018,take-away/internet-orders,not_available,CHHATTISGARH,,71
03-12-2018,take-away/internet-orders,not_available,CHHATTISGARH,,48
04-12-2018,take-away/internet-orders,not_available,CHHATTISGARH,,77
05-12-2018,take-away/internet-orders,not_available,CHHATTISGARH,,47
06-12-2018,take-away/internet-orders,not_available,CHHATTISGARH,,57
07-12-2018,take-away/internet-orders,not_available,CHHATTISGARH,,146
08-12-2018,take-away/internet-orders,not_available,CHHATTISGARH,,184
09-12-2018,take-away/internet-orders,not_available,CHHATTISGARH,,169
10-12-2018,take-away/internet-orders,not_available,CHHATTISGARH,,127
11-12-2018,take-away/internet-orders,not_available,CHHATTISGARH,,491
12-12-2018,take-away/internet-orders,not_available,CHHATTISGARH,,400
12-13-18,take-away/internet-orders,not_available,CHHATTISGARH,,617
12-14-18,take-away/internet-orders,not_available,CHHATTISGARH,,392
12-15-18,take-away/internet-orders,not_available,CHHATTISGARH,,488
12-16-18,take-away/internet-orders,not_available,CHHATTISGARH,,226
12-17-18,take-away/internet-orders,not_available,CHHATTISGARH,,717
12-18-18,take-away/internet-orders,not_available,CHHATTISGARH,,543
12-19-18,take-away/internet-orders,not_available,CHHATTISGARH,,557
12-20-18,take-away/internet-orders,not_available,CHHATTISGARH,,660
12-21-18,take-away/internet-orders,not_available,CHHATTISGARH,,610
12-22-18,take-away/internet-orders,not_available,CHHATTISGARH,,485
12-23-18,take-away/internet-orders,not_available,CHHATTISGARH,,343
12-24-18,take-away/internet-orders,not_available,CHHATTISGARH,,581
12-25-18,take-away/internet-orders,not_available,CHHATTISGARH,,531
12-26-18,take-away/internet-orders,not_available,CHHATTISGARH,,492
12-27-18,take-away/internet-orders,not_available,CHHATTISGARH,,592
12-28-18,take-away/internet-orders,not_available,CHHATTISGARH,,494
12-29-18,take-away/internet-orders,not_available,CHHATTISGARH,,363
12-30-18,take-away/internet-orders,not_available,CHHATTISGARH,,79
12-31-18,take-away/internet-orders,not_available,CHHATTISGARH,,0
01-01-2019,take-away/internet-orders,not_available,CHHATTISGARH,,101
02-01-2019,take-away/internet-orders,not_available,CHHATTISGARH,,83
03-01-2019,take-away/internet-orders,not_available,CHHATTISGARH,,109
04-01-2019,take-away/internet-orders,not_available,CHHATTISGARH,,81
05-01-2019,take-away/internet-orders,not_available,CHHATTISGARH,,90
06-01-2019,take-away/internet-orders,not_available,CHHATTISGARH,,122
07-01-2019,take-away/internet-orders,not_available,CHHATTISGARH,,192
08-01-2019,take-away/internet-orders,not_available,CHHATTISGARH,,150
09-01-2019,take-away/internet-orders,not_available,CHHATTISGARH,,302
10-01-2019,take-away/internet-orders,not_available,CHHATTISGARH,,329
11-01-2019,take-away/internet-orders,not_available,CHHATTISGARH,,460
12-01-2019,take-away/internet-orders,not_available,CHHATTISGARH,,687
1-13-19,take-away/internet-orders,not_available,CHHATTISGARH,,351
1-14-19,take-away/internet-orders,not_available,CHHATTISGARH,,708
1-15-19,take-away/internet-orders,not_available,CHHATTISGARH,,669
1-16-19,take-away/internet-orders,not_available,CHHATTISGARH,,475
1-17-19,take-away/internet-orders,not_available,CHHATTISGARH,,603
1-18-19,take-away/internet-orders,not_available,CHHATTISGARH,,623
1-19-19,take-away/internet-orders,not_available,CHHATTISGARH,,722
1-20-19,take-away/internet-orders,not_available,CHHATTISGARH,,293
1-21-19,take-away/internet-orders,not_available,CHHATTISGARH,,702
1-22-19,take-away/internet-orders,not_available,CHHATTISGARH,,500
1-23-19,take-away/internet-orders,not_available,CHHATTISGARH,,653
1-24-19,take-away/internet-orders,not_available,CHHATTISGARH,,554
1-25-19,take-away/internet-orders,not_available,CHHATTISGARH,,500
1-26-19,take-away/internet-orders,not_available,CHHATTISGARH,,325
1-27-19,take-away/internet-orders,not_available,CHHATTISGARH,,413
1-28-19,take-away/internet-orders,not_available,CHHATTISGARH,,489
1-29-19,take-away/internet-orders,not_available,CHHATTISGARH,,556
1-30-19,take-away/internet-orders,not_available,CHHATTISGARH,,151
1-31-19,take-away/internet-orders,not_available,CHHATTISGARH,,8
01-02-2019,take-away/internet-orders,not_available,CHHATTISGARH,,192
02-02-2019,take-away/internet-orders,not_available,CHHATTISGARH,,156
03-02-2019,take-away/internet-orders,not_available,CHHATTISGARH,,62
04-02-2019,take-away/internet-orders,not_available,CHHATTISGARH,,50
05-02-2019,take-away/internet-orders,not_available,CHHATTISGARH,,107
06-02-2019,take-away/internet-orders,not_available,CHHATTISGARH,,71
07-02-2019,take-away/internet-orders,not_available,CHHATTISGARH,,124
08-02-2019,take-away/internet-orders,not_available,CHHATTISGARH,,145
09-02-2019,take-away/internet-orders,not_available,CHHATTISGARH,,133
10-02-2019,take-away/internet-orders,not_available,CHHATTISGARH,,196
11-02-2019,take-away/internet-orders,not_available,CHHATTISGARH,,500
12-02-2019,take-away/internet-orders,not_available,CHHATTISGARH,,320
2-13-19,take-away/internet-orders,not_available,CHHATTISGARH,,557
2-14-19,take-away/internet-orders,not_available,CHHATTISGARH,,494
2-15-19,take-away/internet-orders,not_available,CHHATTISGARH,,491
2-16-19,take-away/internet-orders,not_available,CHHATTISGARH,,752
2-17-19,take-away/internet-orders,not_available,CHHATTISGARH,,339
2-18-19,take-away/internet-orders,not_available,CHHATTISGARH,,554
2-19-19,take-away/internet-orders,not_available,CHHATTISGARH,,546
2-20-19,take-away/internet-orders,not_available,CHHATTISGARH,,601
2-21-19,take-away/internet-orders,not_available,CHHATTISGARH,,648
2-22-19,take-away/internet-orders,not_available,CHHATTISGARH,,573
2-23-19,take-away/internet-orders,not_available,CHHATTISGARH,,521
01-04-2017,take-away/internet-orders,not_available,GUJARAT,,0
02-04-2017,take-away/internet-orders,not_available,GUJARAT,,5
03-04-2017,take-away/internet-orders,not_available,GUJARAT,,9
04-04-2017,take-away/internet-orders,not_available,GUJARAT,,7
05-04-2017,take-away/internet-orders,not_available,GUJARAT,,44
06-04-2017,take-away/internet-orders,not_available,GUJARAT,,37
07-04-2017,take-away/internet-orders,not_available,GUJARAT,,33
08-04-2017,take-away/internet-orders,not_available,GUJARAT,,42
09-04-2017,take-away/internet-orders,not_available,GUJARAT,,11
10-04-2017,take-away/internet-orders,not_available,GUJARAT,,15
11-04-2017,take-away/internet-orders,not_available,GUJARAT,,62
12-04-2017,take-away/internet-orders,not_available,GUJARAT,,128
4-13-17,take-away/internet-orders,not_available,GUJARAT,,115
4-14-17,take-away/internet-orders,not_available,GUJARAT,,137
4-15-17,take-away/internet-orders,not_available,GUJARAT,,212
4-16-17,take-away/internet-orders,not_available,GUJARAT,,104
4-17-17,take-away/internet-orders,not_available,GUJARAT,,257
4-18-17,take-away/internet-orders,not_available,GUJARAT,,381
4-19-17,take-away/internet-orders,not_available,GUJARAT,,578
4-20-17,take-away/internet-orders,not_available,GUJARAT,,457
4-21-17,take-away/internet-orders,not_available,GUJARAT,,456
4-22-17,take-away/internet-orders,not_available,GUJARAT,,503
4-23-17,take-away/internet-orders,not_available,GUJARAT,,379
4-24-17,take-away/internet-orders,not_available,GUJARAT,,285
4-25-17,take-away/internet-orders,not_available,GUJARAT,,132
4-26-17,take-away/internet-orders,not_available,GUJARAT,,102
4-27-17,take-away/internet-orders,not_available,GUJARAT,,94
4-28-17,take-away/internet-orders,not_available,GUJARAT,,76
4-29-17,take-away/internet-orders,not_available,GUJARAT,,49
4-30-17,take-away/internet-orders,not_available,GUJARAT,,99
01-05-2017,take-away/internet-orders,not_available,GUJARAT,,109
02-05-2017,take-away/internet-orders,not_available,GUJARAT,,96
03-05-2017,take-away/internet-orders,not_available,GUJARAT,,55
04-05-2017,take-away/internet-orders,not_available,GUJARAT,,43
05-05-2017,take-away/internet-orders,not_available,GUJARAT,,64
06-05-2017,take-away/internet-orders,not_available,GUJARAT,,60
07-05-2017,take-away/internet-orders,not_available,GUJARAT,,17
08-05-2017,take-away/internet-orders,not_available,GUJARAT,,29
09-05-2017,take-away/internet-orders,not_available,GUJARAT,,18
10-05-2017,take-away/internet-orders,not_available,GUJARAT,,54
11-05-2017,take-away/internet-orders,not_available,GUJARAT,,208
12-05-2017,take-away/internet-orders,not_available,GUJARAT,,303
5-13-17,take-away/internet-orders,not_available,GUJARAT,,234
5-14-17,take-away/internet-orders,not_available,GUJARAT,,134
5-15-17,take-away/internet-orders,not_available,GUJARAT,,200
5-16-17,take-away/internet-orders,not_available,GUJARAT,,328
5-17-17,take-away/internet-orders,not_available,GUJARAT,,408
5-18-17,take-away/internet-orders,not_available,GUJARAT,,605
5-19-17,take-away/internet-orders,not_available,GUJARAT,,611
5-20-17,take-away/internet-orders,not_available,GUJARAT,,581
5-21-17,take-away/internet-orders,not_available,GUJARAT,,273
5-22-17,take-away/internet-orders,not_available,GUJARAT,,345
5-23-17,take-away/internet-orders,not_available,GUJARAT,,267
5-24-17,take-away/internet-orders,not_available,GUJARAT,,244
5-25-17,take-away/internet-orders,not_available,GUJARAT,,173
5-26-17,take-away/internet-orders,not_available,GUJARAT,,174
5-27-17,take-away/internet-orders,not_available,GUJARAT,,167
5-28-17,take-away/internet-orders,not_available,GUJARAT,,25
5-29-17,take-away/internet-orders,not_available,GUJARAT,,73
5-30-17,take-away/internet-orders,not_available,GUJARAT,,104
5-31-17,take-away/internet-orders,not_available,GUJARAT,,102
01-06-2017,take-away/internet-orders,not_available,GUJARAT,,305
02-06-2017,take-away/internet-orders,not_available,GUJARAT,,145
03-06-2017,take-away/internet-orders,not_available,GUJARAT,,63
04-06-2017,take-away/internet-orders,not_available,GUJARAT,,23
05-06-2017,take-away/internet-orders,not_available,GUJARAT,,27
06-06-2017,take-away/internet-orders,not_available,GUJARAT,,24
07-06-2017,take-away/internet-orders,not_available,GUJARAT,,30
08-06-2017,take-away/internet-orders,not_available,GUJARAT,,34
09-06-2017,take-away/internet-orders,not_available,GUJARAT,,30
10-06-2017,take-away/internet-orders,not_available,GUJARAT,,82
11-06-2017,take-away/internet-orders,not_available,GUJARAT,,63
12-06-2017,take-away/internet-orders,not_available,GUJARAT,,237
6-13-17,take-away/internet-orders,not_available,GUJARAT,,490
6-14-17,take-away/internet-orders,not_available,GUJARAT,,517
6-15-17,take-away/internet-orders,not_available,GUJARAT,,529
6-16-17,take-away/internet-orders,not_available,GUJARAT,,600
6-17-17,take-away/internet-orders,not_available,GUJARAT,,791
6-18-17,take-away/internet-orders,not_available,GUJARAT,,464
6-19-17,take-away/internet-orders,not_available,GUJARAT,,709
6-20-17,take-away/internet-orders,not_available,GUJARAT,,693
6-21-17,take-away/internet-orders,not_available,GUJARAT,,707
6-22-17,take-away/internet-orders,not_available,GUJARAT,,612
6-23-17,take-away/internet-orders,not_available,GUJARAT,,363
6-24-17,take-away/internet-orders,not_available,GUJARAT,,291
6-25-17,take-away/internet-orders,not_available,GUJARAT,,100
6-26-17,take-away/internet-orders,not_available,GUJARAT,,272
6-27-17,take-away/internet-orders,not_available,GUJARAT,,150
6-28-17,take-away/internet-orders,not_available,GUJARAT,,199
6-29-17,take-away/internet-orders,not_available,GUJARAT,,86
6-30-17,take-away/internet-orders,not_available,GUJARAT,,90
01-07-2017,take-away/internet-orders,not_available,GUJARAT,,94
02-07-2017,take-away/internet-orders,not_available,GUJARAT,,86
03-07-2017,take-away/internet-orders,not_available,GUJARAT,,46
04-07-2017,take-away/internet-orders,not_available,GUJARAT,,53
05-07-2017,take-away/internet-orders,not_available,GUJARAT,,79
06-07-2017,take-away/internet-orders,not_available,GUJARAT,,77
07-07-2017,take-away/internet-orders,not_available,GUJARAT,,146
08-07-2017,take-away/internet-orders,not_available,GUJARAT,,66
09-07-2017,take-away/internet-orders,not_available,GUJARAT,,67
10-07-2017,take-away/internet-orders,not_available,GUJARAT,,56
11-07-2017,take-away/internet-orders,not_available,GUJARAT,,268
12-07-2017,take-away/internet-orders,not_available,GUJARAT,,448
7-13-17,take-away/internet-orders,not_available,GUJARAT,,622
7-14-17,take-away/internet-orders,not_available,GUJARAT,,633
7-15-17,take-away/internet-orders,not_available,GUJARAT,,386
7-16-17,take-away/internet-orders,not_available,GUJARAT,,334
7-17-17,take-away/internet-orders,not_available,GUJARAT,,559
7-18-17,take-away/internet-orders,not_available,GUJARAT,,518
7-19-17,take-away/internet-orders,not_available,GUJARAT,,646
7-20-17,take-away/internet-orders,not_available,GUJARAT,,741
7-21-17,take-away/internet-orders,not_available,GUJARAT,,592
7-22-17,take-away/internet-orders,not_available,GUJARAT,,521
7-23-17,take-away/internet-orders,not_available,GUJARAT,,229
7-24-17,take-away/internet-orders,not_available,GUJARAT,,260
7-25-17,take-away/internet-orders,not_available,GUJARAT,,145
7-26-17,take-away/internet-orders,not_available,GUJARAT,,120
7-27-17,take-away/internet-orders,not_available,GUJARAT,,89
7-28-17,take-away/internet-orders,not_available,GUJARAT,,52
7-29-17,take-away/internet-orders,not_available,GUJARAT,,46
7-30-17,take-away/internet-orders,not_available,GUJARAT,,22
7-31-17,take-away/internet-orders,not_available,GUJARAT,,38
01-08-2017,take-away/internet-orders,not_available,GUJARAT,,113
02-08-2017,take-away/internet-orders,not_available,GUJARAT,,73
03-08-2017,take-away/internet-orders,not_available,GUJARAT,,84
04-08-2017,take-away/internet-orders,not_available,GUJARAT,,93
05-08-2017,take-away/internet-orders,not_available,GUJARAT,,47
06-08-2017,take-away/internet-orders,not_available,GUJARAT,,55
07-08-2017,take-away/internet-orders,not_available,GUJARAT,,33
08-08-2017,take-away/internet-orders,not_available,GUJARAT,,60
09-08-2017,take-away/internet-orders,not_available,GUJARAT,,58
10-08-2017,take-away/internet-orders,not_available,GUJARAT,,64
11-08-2017,take-away/internet-orders,not_available,GUJARAT,,306
12-08-2017,take-away/internet-orders,not_available,GUJARAT,,355
8-13-17,take-away/internet-orders,not_available,GUJARAT,,264
8-14-17,take-away/internet-orders,not_available,GUJARAT,,530
8-15-17,take-away/internet-orders,not_available,GUJARAT,,549
8-16-17,take-away/internet-orders,not_available,GUJARAT,,582
8-17-17,take-away/internet-orders,not_available,GUJARAT,,976
8-18-17,take-away/internet-orders,not_available,GUJARAT,,815
8-19-17,take-away/internet-orders,not_available,GUJARAT,,701
8-20-17,take-away/internet-orders,not_available,GUJARAT,,369
8-21-17,take-away/internet-orders,not_available,GUJARAT,,599
8-22-17,take-away/internet-orders,not_available,GUJARAT,,485
8-23-17,take-away/internet-orders,not_available,GUJARAT,,506
8-24-17,take-away/internet-orders,not_available,GUJARAT,,383
8-25-17,take-away/internet-orders,not_available,GUJARAT,,305
8-26-17,take-away/internet-orders,not_available,GUJARAT,,206
8-27-17,take-away/internet-orders,not_available,GUJARAT,,124
8-28-17,take-away/internet-orders,not_available,GUJARAT,,99
8-29-17,take-away/internet-orders,not_available,GUJARAT,,116
8-30-17,take-away/internet-orders,not_available,GUJARAT,,64
8-31-17,take-away/internet-orders,not_available,GUJARAT,,149
01-09-2017,take-away/internet-orders,not_available,GUJARAT,,117
02-09-2017,take-away/internet-orders,not_available,GUJARAT,,157
03-09-2017,take-away/internet-orders,not_available,GUJARAT,,27
04-09-2017,take-away/internet-orders,not_available,GUJARAT,,114
05-09-2017,take-away/internet-orders,not_available,GUJARAT,,72
06-09-2017,take-away/internet-orders,not_available,GUJARAT,,105
07-09-2017,take-away/internet-orders,not_available,GUJARAT,,88
08-09-2017,take-away/internet-orders,not_available,GUJARAT,,30
09-09-2017,take-away/internet-orders,not_available,GUJARAT,,153
10-09-2017,take-away/internet-orders,not_available,GUJARAT,,74
11-09-2017,take-away/internet-orders,not_available,GUJARAT,,264
12-09-2017,take-away/internet-orders,not_available,GUJARAT,,531
9-13-17,take-away/internet-orders,not_available,GUJARAT,,636
9-14-17,take-away/internet-orders,not_available,GUJARAT,,608
9-15-17,take-away/internet-orders,not_available,GUJARAT,,533
9-16-17,take-away/internet-orders,not_available,GUJARAT,,571
9-17-17,take-away/internet-orders,not_available,GUJARAT,,436
9-18-17,take-away/internet-orders,not_available,GUJARAT,,578
9-19-17,take-away/internet-orders,not_available,GUJARAT,,444
9-20-17,take-away/internet-orders,not_available,GUJARAT,,650
9-21-17,take-away/internet-orders,not_available,GUJARAT,,371
9-22-17,take-away/internet-orders,not_available,GUJARAT,,415
9-23-17,take-away/internet-orders,not_available,GUJARAT,,405
9-24-17,take-away/internet-orders,not_available,GUJARAT,,327
9-25-17,take-away/internet-orders,not_available,GUJARAT,,331
9-26-17,take-away/internet-orders,not_available,GUJARAT,,156
9-27-17,take-away/internet-orders,not_available,GUJARAT,,141
9-28-17,take-away/internet-orders,not_available,GUJARAT,,98
9-29-17,take-away/internet-orders,not_available,GUJARAT,,116
9-30-17,take-away/internet-orders,not_available,GUJARAT,,80
01-10-2017,take-away/internet-orders,not_available,GUJARAT,,85
02-10-2017,take-away/internet-orders,not_available,GUJARAT,,107
03-10-2017,take-away/internet-orders,not_available,GUJARAT,,130
04-10-2017,take-away/internet-orders,not_available,GUJARAT,,152
05-10-2017,take-away/internet-orders,not_available,GUJARAT,,193
06-10-2017,take-away/internet-orders,not_available,GUJARAT,,241
07-10-2017,take-away/internet-orders,not_available,GUJARAT,,200
08-10-2017,take-away/internet-orders,not_available,GUJARAT,,217
09-10-2017,take-away/internet-orders,not_available,GUJARAT,,185
10-10-2017,take-away/internet-orders,not_available,GUJARAT,,239
11-10-2017,take-away/internet-orders,not_available,GUJARAT,,818
12-10-2017,take-away/internet-orders,not_available,GUJARAT,,670
10-13-17,take-away/internet-orders,not_available,GUJARAT,,819
10-14-17,take-away/internet-orders,not_available,GUJARAT,,576
10-15-17,take-away/internet-orders,not_available,GUJARAT,,350
10-16-17,take-away/internet-orders,not_available,GUJARAT,,276
10-17-17,take-away/internet-orders,not_available,GUJARAT,,305
10-18-17,take-away/internet-orders,not_available,GUJARAT,,204
10-19-17,take-away/internet-orders,not_available,GUJARAT,,96
10-20-17,take-away/internet-orders,not_available,GUJARAT,,7
10-21-17,take-away/internet-orders,not_available,GUJARAT,,85
10-22-17,take-away/internet-orders,not_available,GUJARAT,,142
10-23-17,take-away/internet-orders,not_available,GUJARAT,,356
10-24-17,take-away/internet-orders,not_available,GUJARAT,,383
10-25-17,take-away/internet-orders,not_available,GUJARAT,,407
10-26-17,take-away/internet-orders,not_available,GUJARAT,,450
10-27-17,take-away/internet-orders,not_available,GUJARAT,,244
10-28-17,take-away/internet-orders,not_available,GUJARAT,,338
10-29-17,take-away/internet-orders,not_available,GUJARAT,,111
10-30-17,take-away/internet-orders,not_available,GUJARAT,,53
10-31-17,take-away/internet-orders,not_available,GUJARAT,,98
01-11-2017,take-away/internet-orders,not_available,GUJARAT,,283
02-11-2017,take-away/internet-orders,not_available,GUJARAT,,152
03-11-2017,take-away/internet-orders,not_available,GUJARAT,,56
04-11-2017,take-away/internet-orders,not_available,GUJARAT,,125
05-11-2017,take-away/internet-orders,not_available,GUJARAT,,5
06-11-2017,take-away/internet-orders,not_available,GUJARAT,,74
07-11-2017,take-away/internet-orders,not_available,GUJARAT,,65
08-11-2017,take-away/internet-orders,not_available,GUJARAT,,70
09-11-2017,take-away/internet-orders,not_available,GUJARAT,,137
10-11-2017,take-away/internet-orders,not_available,GUJARAT,,96
11-11-2017,take-away/internet-orders,not_available,GUJARAT,,383
12-11-2017,take-away/internet-orders,not_available,GUJARAT,,276
11-13-17,take-away/internet-orders,not_available,GUJARAT,,473
11-14-17,take-away/internet-orders,not_available,GUJARAT,,659
11-15-17,take-away/internet-orders,not_available,GUJARAT,,887
11-16-17,take-away/internet-orders,not_available,GUJARAT,,777
11-17-17,take-away/internet-orders,not_available,GUJARAT,,655
11-18-17,take-away/internet-orders,not_available,GUJARAT,,599
11-19-17,take-away/internet-orders,not_available,GUJARAT,,387
11-20-17,take-away/internet-orders,not_available,GUJARAT,,525
11-21-17,take-away/internet-orders,not_available,GUJARAT,,553
11-22-17,take-away/internet-orders,not_available,GUJARAT,,702
11-23-17,take-away/internet-orders,not_available,GUJARAT,,487
11-24-17,take-away/internet-orders,not_available,GUJARAT,,287
11-25-17,take-away/internet-orders,not_available,GUJARAT,,380
11-26-17,take-away/internet-orders,not_available,GUJARAT,,182
11-27-17,take-away/internet-orders,not_available,GUJARAT,,164
11-28-17,take-away/internet-orders,not_available,GUJARAT,,190
11-29-17,take-away/internet-orders,not_available,GUJARAT,,131
11-30-17,take-away/internet-orders,not_available,GUJARAT,,111
01-12-2017,take-away/internet-orders,not_available,GUJARAT,,225
02-12-2017,take-away/internet-orders,not_available,GUJARAT,,143
03-12-2017,take-away/internet-orders,not_available,GUJARAT,,40
04-12-2017,take-away/internet-orders,not_available,GUJARAT,,49
05-12-2017,take-away/internet-orders,not_available,GUJARAT,,50
06-12-2017,take-away/internet-orders,not_available,GUJARAT,,15
07-12-2017,take-away/internet-orders,not_available,GUJARAT,,61
08-12-2017,take-away/internet-orders,not_available,GUJARAT,,40
09-12-2017,take-away/internet-orders,not_available,GUJARAT,,95
10-12-2017,take-away/internet-orders,not_available,GUJARAT,,68
11-12-2017,take-away/internet-orders,not_available,GUJARAT,,330
12-12-2017,take-away/internet-orders,not_available,GUJARAT,,525
12-13-17,take-away/internet-orders,not_available,GUJARAT,,527
12-14-17,take-away/internet-orders,not_available,GUJARAT,,226
12-15-17,take-away/internet-orders,not_available,GUJARAT,,630
12-16-17,take-away/internet-orders,not_available,GUJARAT,,637
12-17-17,take-away/internet-orders,not_available,GUJARAT,,499
12-18-17,take-away/internet-orders,not_available,GUJARAT,,656
12-19-17,take-away/internet-orders,not_available,GUJARAT,,697
12-20-17,take-away/internet-orders,not_available,GUJARAT,,677
12-21-17,take-away/internet-orders,not_available,GUJARAT,,714
12-22-17,take-away/internet-orders,not_available,GUJARAT,,556
12-23-17,take-away/internet-orders,not_available,GUJARAT,,436
12-24-17,take-away/internet-orders,not_available,GUJARAT,,417
12-25-17,take-away/internet-orders,not_available,GUJARAT,,403
12-26-17,take-away/internet-orders,not_available,GUJARAT,,354
12-27-17,take-away/internet-orders,not_available,GUJARAT,,378
12-28-17,take-away/internet-orders,not_available,GUJARAT,,289
12-29-17,take-away/internet-orders,not_available,GUJARAT,,236
12-30-17,take-away/internet-orders,not_available,GUJARAT,,98
12-31-17,take-away/internet-orders,not_available,GUJARAT,,53
01-01-2018,take-away/internet-orders,not_available,GUJARAT,,300
02-01-2018,take-away/internet-orders,not_available,GUJARAT,,275
03-01-2018,take-away/internet-orders,not_available,GUJARAT,,378
04-01-2018,take-away/internet-orders,not_available,GUJARAT,,306
05-01-2018,take-away/internet-orders,not_available,GUJARAT,,306
06-01-2018,take-away/internet-orders,not_available,GUJARAT,,155
07-01-2018,take-away/internet-orders,not_available,GUJARAT,,203
08-01-2018,take-away/internet-orders,not_available,GUJARAT,,192
09-01-2018,take-away/internet-orders,not_available,GUJARAT,,319
10-01-2018,take-away/internet-orders,not_available,GUJARAT,,221
11-01-2018,take-away/internet-orders,not_available,GUJARAT,,552
12-01-2018,take-away/internet-orders,not_available,GUJARAT,,894
1-13-18,take-away/internet-orders,not_available,GUJARAT,,898
1-14-18,take-away/internet-orders,not_available,GUJARAT,,160
1-15-18,take-away/internet-orders,not_available,GUJARAT,,267
1-16-18,take-away/internet-orders,not_available,GUJARAT,,738
1-17-18,take-away/internet-orders,not_available,GUJARAT,,782
1-18-18,take-away/internet-orders,not_available,GUJARAT,,681
1-19-18,take-away/internet-orders,not_available,GUJARAT,,586
1-20-18,take-away/internet-orders,not_available,GUJARAT,,520
1-21-18,take-away/internet-orders,not_available,GUJARAT,,407
1-22-18,take-away/internet-orders,not_available,GUJARAT,,443
1-23-18,take-away/internet-orders,not_available,GUJARAT,,511
1-24-18,take-away/internet-orders,not_available,GUJARAT,,476
1-25-18,take-away/internet-orders,not_available,GUJARAT,,223
1-26-18,take-away/internet-orders,not_available,GUJARAT,,167
1-27-18,take-away/internet-orders,not_available,GUJARAT,,168
1-28-18,take-away/internet-orders,not_available,GUJARAT,,51
1-29-18,take-away/internet-orders,not_available,GUJARAT,,132
1-30-18,take-away/internet-orders,not_available,GUJARAT,,29
1-31-18,take-away/internet-orders,not_available,GUJARAT,,51
01-02-2018,take-away/internet-orders,not_available,GUJARAT,,74
02-02-2018,take-away/internet-orders,not_available,GUJARAT,,168
03-02-2018,take-away/internet-orders,not_available,GUJARAT,,101
04-02-2018,take-away/internet-orders,not_available,GUJARAT,,142
05-02-2018,take-away/internet-orders,not_available,GUJARAT,,110
06-02-2018,take-away/internet-orders,not_available,GUJARAT,,115
07-02-2018,take-away/internet-orders,not_available,GUJARAT,,109
08-02-2018,take-away/internet-orders,not_available,GUJARAT,,95
09-02-2018,take-away/internet-orders,not_available,GUJARAT,,215
10-02-2018,take-away/internet-orders,not_available,GUJARAT,,174
